0.000000000000000000e+00,-6.799198885028552943e-05,-4.331852307244812156e-02,-1.107107656726798300e-07,0.000000000000000000e+00,6.702900216666182742e-02,1.365104365687684444e-02,0.000000000000000000e+00,5.078102049476259360e-06,-1.107107656726798300e-07,0.000000000000000000e+00,1.201416740318806473e-06,-8.523511935193556210e-01,0.000000000000000000e+00,-1.481390926396770891e-01,7.274383576207541502e-01,0.000000000000000000e+00,1.201416740318806473e-06,1.047159119364062479e-04,0.000000000000000000e+00
2.000400080016003358e+03,-6.799198305339979867e-05,-4.326879380610176851e-02,-1.896386308062781136e-03,0.000000000000000000e+00,6.667979418997284358e-02,1.526585260684618778e-02,0.000000000000000000e+00,5.074480760447235043e-06,1.222857759207328522e-07,0.000000000000000000e+00,4.468352790155721843e-02,-8.513725765864893491e-01,0.000000000000000000e+00,-1.656633540110467318e-01,7.236482080189199362e-01,0.000000000000000000e+00,-4.455215146746992236e-06,1.046196515287321516e-04,0.000000000000000000e+00
4.000800160032006715e+03,-6.799197397159824439e-05,-4.311966915339582318e-02,-3.788305240245626836e-03,0.000000000000000000e+00,6.629169080257535374e-02,1.687175627556980126e-02,0.000000000000000000e+00,5.058275643872765146e-06,3.547891509156883058e-07,0.000000000000000000e+00,8.931386600458737779e-02,-8.484355804690834058e-01,0.000000000000000000e+00,-1.830909718240653350e-01,7.194359660261090417e-01,0.000000000000000000e+00,-1.010588398370876341e-05,1.042726606571321170e-04,0.000000000000000000e+00
6.001200240048009618e+03,-6.799196156762243512e-05,-4.287132298800982316e-02,-5.671505955432405363e-03,0.000000000000000000e+00,6.586491841395890334e-02,1.846781796667996273e-02,0.000000000000000000e+00,5.029507428260367900e-06,5.862409244416179951e-07,0.000000000000000000e+00,1.338398155266137535e-01,-8.435369629005898817e-01,0.000000000000000000e+00,-2.004117789516823567e-01,7.148040899323081510e-01,0.000000000000000000e+00,-1.574387185575793971e-05,1.036744986079890681e-04,0.000000000000000000e+00
8.001600320064013431e+03,-6.799194578912173673e-05,-4.252404662300185434e-02,-7.541617307304325675e-03,0.000000000000000000e+00,6.539972599267844522e-02,2.005310672764197208e-02,0.000000000000000000e+00,4.988211900160257278e-06,8.160813698943562302e-07,0.000000000000000000e+00,1.782081553187820078e-01,-8.366713515422457004e-01,0.000000000000000000e+00,-2.176156706757121639e-01,7.097552829234460292e-01,0.000000000000000000e+00,-2.136235380085959437e-05,1.028244462452651358e-04,0.000000000000000000e+00
1.000200040008001633e+04,-6.799192656833789091e-05,-4.207825110025606441e-02,-9.394253863390742559e-03,0.000000000000000000e+00,6.489638492089602750e-02,2.162669789304858328e-02,0.000000000000000000e+00,4.934440202464595524e-06,1.043748855649079800e-06,0.000000000000000000e+00,2.223644264724411734e-01,-8.278312919235980560e-01,0.000000000000000000e+00,-2.346926105796862116e-01,7.042924915004418196e-01,0.000000000000000000e+00,-2.695434366925782615e-05,1.017215122449399169e-04,0.000000000000000000e+00
1.200240048009601924e+04,-6.799190382171895787e-05,-4.153447041540794110e-02,-1.122501134323770217e-02,0.000000000000000000e+00,6.435518883585152061e-02,2.318767362423830927e-02,0.000000000000000000e+00,4.868259254216978758e-06,1.268679248659046823e-06,0.000000000000000000e+00,2.662525079615868928e-01,-8.170073165727795850e-01,0.000000000000000000e+00,-2.516326364016424622e-01,6.984189037567676284e-01,0.000000000000000000e+00,-3.251263900382168838e-05,1.003644420805548923e-04,0.000000000000000000e+00
1.400280056011202578e+04,-6.799187744946514407e-05,-4.089336569772480945e-02,-1.302946223576834962e-02,0.000000000000000000e+00,6.377645345835548929e-02,2.473512344492389756e-02,0.000000000000000000e+00,4.789752294459161554e-06,1.490305341341819665e-06,0.000000000000000000e+00,3.098141823493577585e-01,-8.041880373947747351e-01,0.000000000000000000e+00,-2.684258658434717781e-01,6.921379475155421401e-01,0.000000000000000000e+00,-3.802976463127826114e-05,9.875173002697008526e-05,0.000000000000000000e+00
1.600320064012802868e+04,-6.799184733501139385e-05,-4.015573036960694286e-02,-1.480315165043810319e-02,0.000000000000000000e+00,6.316051640840442127e-02,2.626814477251947222e-02,0.000000000000000000e+00,4.699019553315222801e-06,1.708056308841741226e-06,0.000000000000000000e+00,3.529886892940286014e-01,-7.893602640055358277e-01,0.000000000000000000e+00,-2.850625023334671382e-01,6.854532883272485000e-01,0.000000000000000000e+00,-4.349791467047122725e-05,9.688163453374353808e-05,0.000000000000000000e+00
1.800360072014402976e+04,-6.799181334445265380e-05,-3.932249631523319910e-02,-1.654159346357632690e-02,0.000000000000000000e+00,6.250773700802644828e-02,2.778584344485752686e-02,0.000000000000000000e+00,4.596179054143837811e-06,1.921357204638454594e-06,0.000000000000000000e+00,3.957122647642283830e-01,-7.725091514250315150e-01,0.000000000000000000e+00,-3.015328407387493082e-01,6.783688273292508564e-01,0.000000000000000000e+00,-4.890889268640079924e-05,9.475219740976896868e-05,0.000000000000000000e+00
2.000400080016003267e+04,-6.799177532592178474e-05,-3.839474109227761223e-02,-1.824026682970136815e-02,0.000000000000000000e+00,6.181849607147249515e-02,2.928733424198950649e-02,0.000000000000000000e+00,4.481367551160626792e-06,2.129628503560731220e-06,0.000000000000000000e+00,4.379176641116074298e-01,-7.536183812824220896e-01,0.000000000000000000e+00,-3.178272730242711619e-01,6.708886989683549018e-01,0.000000000000000000e+00,-5.425404974975260239e-05,9.236126735815357964e-05,0.000000000000000000e+00
